01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"064  "
01101	"060  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01101	"064  "
01102	"001  "
01102	"002  "
01102	"002  "
01102	"002  "
01102	"002  "
01102	"002  "
01102	"001  "
01102	"060  "
01102	"060  "
01102	"060  "
01102	"060  "
